Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
1,15:01:40.382217,15:01:42.368614,1,-1.204602012263166
1,15:01:40.382217,15:01:43.098917,-1,-1.2243212529222376
1,15:01:40.382217,15:01:43.428675,-1,-2.6952438964423195
1,15:01:40.382217,15:01:44.464409,1,0.6346474130041428
1,15:01:40.382217,15:01:45.065084,-1,-1.4445685107083535
1,15:01:40.382217,15:01:45.770130,1,-0.36971324597854394
1,15:01:40.382217,15:01:46.098806,1,-0.0929338312321579
1,15:01:40.382217,15:01:46.338109,1,0.17346577144175626
1,15:01:40.382217,15:01:46.668698,1,0.7632323133174179
1,15:01:40.382217,15:01:46.966362,1,1.178019836309404
1,15:01:40.382217,15:01:47.190416,1,1.4065914983000607
1,15:01:40.382217,15:01:47.435094,1,1.158065341985009
1,15:01:40.382217,15:01:47.673197,1,1.3144698939663055
1,15:01:40.382217,15:01:47.970311,1,1.9022011614295604
1,15:01:40.382217,15:01:48.158810,1,1.9330317041778937
1,15:01:40.382217,15:01:48.391782,1,2.1342009191088507
1,15:01:40.382217,15:01:48.607939,1,2.2064449735727307
1,15:01:40.382217,15:01:48.833094,1,2.4677723884654212
1,15:01:40.382217,15:01:49.065545,1,2.522439065990342
1,15:01:40.382217,15:01:49.302611,1,2.7302290524757225
1,15:01:40.382217,15:01:49.601226,1,3.2197857968729138
1,15:01:40.382217,15:01:49.805911,1,3.449133971826258
1,15:01:40.382217,15:01:50.030856,1,-0.05808287052738478
1,15:01:40.382217,15:01:50.240734,1,-3.5397363786991307
1,15:01:40.382217,15:01:50.491095,1,-3.9726763975787933
1,15:01:40.382217,15:01:50.703002,1,-4.085051913594554
1,15:01:40.382217,15:01:50.929887,1,-4.3765052200901655
1,15:01:40.382217,15:01:51.161839,1,-4.595048615589461
1,15:01:40.382217,15:01:51.379550,1,-4.865625417673953
1,15:01:40.382217,15:01:51.626031,1,-5.132058576930802
1,15:01:40.382217,15:01:51.871386,1,-5.311470818146943
1,15:01:40.382217,15:01:52.098466,1,-5.645888832915204
1,15:01:40.382217,15:01:52.344252,1,-5.910811658085065
1,15:01:40.382217,15:01:52.570635,1,-6.229761956534815
1,15:01:40.382217,15:01:52.922500,1,-6.917728038692387
1,15:01:40.382217,15:01:53.221873,1,-7.6440281064732
1,15:01:40.382217,15:01:53.435420,1,-7.943668028371149
1,15:01:40.382217,15:01:53.737443,1,-8.744901698997209
1,15:01:40.382217,15:01:54.030336,1,-9.725285992919138
1,15:01:40.382217,15:01:54.330224,1,-10.551171840952376
1,15:01:40.382217,15:01:54.564945,1,-11.222926939391838
1,15:01:40.382217,15:01:54.863086,1,-12.255400190059758
1,15:01:40.382217,15:01:55.099640,1,-2.7965484863880463
Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
2,15:01:55.368367,15:01:58.316843,1,-3.581996011162714
2,15:01:55.368367,15:01:58.732718,1,-3.8336287563442952
2,15:01:55.368367,15:01:59.272632,1,-4.307576781451075
2,15:01:55.368367,15:01:59.635417,1,-4.652973815917732
2,15:01:55.368367,15:01:59.854781,1,-4.904390132714751
2,15:01:55.368367,15:02:00.101069,1,-4.973639019218154
2,15:01:55.368367,15:02:00.335959,1,-5.336944540105292
2,15:01:55.368367,15:02:00.642722,1,-5.71864102804173
2,15:01:55.368367,15:02:00.941910,1,-5.824866429653098
2,15:01:55.368367,15:02:01.233467,1,-6.077205612004632
2,15:01:55.368367,15:02:01.522756,1,-6.531125067764349
2,15:01:55.368367,15:02:01.813934,1,-6.693069781644367
2,15:01:55.368367,15:02:02.037066,1,-7.004082350676497
2,15:01:55.368367,15:02:02.331926,1,-7.396201369057819
2,15:01:55.368367,15:02:02.574012,1,-7.415053570483194
2,15:01:55.368367,15:02:02.872597,1,-8.060396955312084
2,15:01:55.368367,15:02:03.117941,1,-8.170961114432968
2,15:01:55.368367,15:02:03.412293,1,-8.59533515192109
2,15:01:55.368367,15:02:03.644437,1,-8.603183523222894
2,15:01:55.368367,15:02:03.932929,1,-8.870743429923975
2,15:01:55.368367,15:02:04.224756,1,-9.000254504383205
2,15:01:55.368367,15:02:04.468706,1,-9.142694554490076
2,15:01:55.368367,15:02:04.764062,1,-9.272329260160886
2,15:01:55.368367,15:02:04.953285,1,-9.331627932044652
2,15:01:55.368367,15:02:05.201748,1,-9.606759387697336
2,15:01:55.368367,15:02:05.441669,1,-9.614940193787815
2,15:01:55.368367,15:02:05.740005,1,-10.62798541859908
2,15:01:55.368367,15:02:05.972248,1,-100
